,Sentences,Sentiments
1977,"human societies and ecosystems, in which humans are part of",27
1978,nature. The functions of such a system arise from the interactions and,27
1979,interdependence of the social and ecological subsystems. The system’s,27
1980,"structure is characterised by reciprocal feedbacks, emphasising that",27
1981,,27
1982,,27
1983,"humans must be seen as a part of, not apart from, nature (Arctic",27
1984,"Council, 2016; Berkes and Folke, 1998). Social inclusion A process of improving the terms of participation",27
1985,"in society, particularly for people who are disadvantaged, through",27
1986,"enhancing opportunities, access to resources, and respect for rights",4
1987,(UN DESA 2016). Social learning A process of social interaction through which,27
1988,"people learn new behaviours, capacities, values, and attitudes. Societal (social) transformation See Transformation. Socio-economic scenario A scenario that describes a possible",27
1989,"future in terms of population, gross domestic product (GDP),",27
1990,and other socio-economic factors relevant to understanding the,27
1991,"implications of climate change. See also Baseline scenario, Emission",27
1992,"scenario, Mitigation scenario, and Pathways. Socio-technical transitions Where technological change is",27
1993,associated with social systems and the two are inextricably linked. Sodic soils Soils with disproportionately high concentration of,27
1994,sodium (Na+) in relation to calcium (Ca2+) and magnesium (Mg2+),27
1995,adsorbed at the cation exchange site on the surface of soil particles. Sodic soils are characterised by a poor soil structure and poor,27
1996,"aeration (NDSU, 2014). See also Soil salinity. Soil carbon sequestration (SCS) Land management changes",27
1997,"which increase the soil organic carbon content, resulting in a net",27
1998,removal of carbon dioxide (CO2) from the atmosphere. Soil conservation The maintenance of soil fertility through,27
1999,"controlling erosion, preserving soil organic matter, ensuring favourable",27
2000,"soil physical properties, and retaining nutrients (Young, 1989). Soil erosion The displacement of the soil by the action of water",27
2001,"or wind. Soil erosion is a major process of land degradation. Soil organic carbon Carbon contained in soil organic matter. Soil organic matter The organic component of soil, comprising",27
2002,"plant and animal residue at various stages of decomposition, and",27
2003,soil organisms. Soil moisture Water stored in the soil in liquid or frozen form. Root-zone soil moisture is of most relevance for plant activity. Soil salinity The concentration of soluble salts in the water,27
2004,"extracted from a saturated soil (saturation extract), comprising",27
2005,"chlorides and sulphates of Sodium (Na+), calcium (Ca2+) and",27
2006,"magnesium (Mg2+) as well as carbonate salts (adapted from FAO,",27
2007,"). See also Saline soils, and Sodic soils. Source Any process or activity which releases a greenhouse gas,",27
2008,an aerosol or a precursor of a greenhouse gas into the atmosphere,27
2009,(UNFCCC Article 1.9). See also Sink. Stabilisation (of GHG or CO2-equivalent concentration),27
2010,A state in which the atmospheric concentrations of one greenhouse,27
2011,"gas (GHG) (e.g., carbon dioxide) or of a CO2-equivalent basket of",27
2012,GHGs (or a combination of GHGs and aerosols) remains constant,27
2013,over time. Stranded assets Assets exposed to devaluations or conversion,27
2014,to ‘liabilities’ because of unanticipated changes in their initially,27
2015,expected revenues due to innovations and/or evolutions of the,27
2016,"business context, including changes in public regulations at the",27
2017,domestic and international levels. Stratosphere The highly stratified region of the atmosphere,27
2018,above the troposphere extending from about 10 km (ranging from 9,27
2019,km at high latitudes to 16 km in the tropics on average) to about 50,27
2020,"km altitude. See also Atmosphere, and Troposphere. Subnational actors State/provincial, regional, metropolitan",27
2021,"and local/municipal governments as well as non-party stakeholders,",27
2022,"such as civil society, the private sector, cities and other subnational",27
2023,"authorities, local communities and indigenous peoples. Substantive rights See Human rights. Supply-side measures See Demand and supply-side measures. Surface temperature See Global mean surface temperature",27
2024,"(GMST), Land surface air temperature, and Sea surface",27
2025,temperature (SST). Sustainability A dynamic process that guarantees the,27
2026,persistence of natural and human systems in an equitable manner. Sustainable development (SD) Development that meets,27
2027,the needs of the present without compromising the ability of,27
2028,"future generations to meet their own needs (WCED, 1987) and",27
2029,"balances social, economic and environmental concerns. See also",27
2030,"Sustainable Development Goals (SDGs), and Development pathways",27
2031,(under Pathways). Sustainable Development Goals (SDGs) The 17 global goals,27
2032,for development for all countries established by the United Nations,27
2033,through a participatory process and elaborated in the 2030 Agenda,27
2034,"for Sustainable Development, including ending poverty and hunger;",27
2035,"ensuring health and well-being, education, gender equality, clean",5
2036,"water and energy, and decent work; building and ensuring resilient",27
2037,"and sustainable infrastructure, cities and consumption; reducing",27
2038,"inequalities; protecting land and water ecosystems; promoting peace,",4
2039,justice and partnerships; and taking urgent action on climate change. See also Sustainable development (SD). Sustainable forest management The stewardship and use of,27
2040,"forests and forest lands in a way, and at a rate, that maintains their",27
2041,"biodiversity, productivity, regeneration capacity, vitality and their",27
2042,"potential to fulfil, now and in the future, relevant ecological, economic",27
2043,"and social functions, at local, national, and global levels, and that",27
2044,"does not cause damage to other ecosystems (Forest Europe, 1993). Sustainable intensification (of agriculture) Increasing yields",27
2045,from the same area of land while decreasing negative environmental,27
2046,impacts of agricultural production and increasing the provision of,27
2047,"environmental services (CGIAR, 2019). [Note: this definition is based",27
2048,"on the concept of meeting demand from a finite land area, but it",27
2049,"is scale-dependent. Sustainable intensification at a given scale (e.g.,",27
2050,global or national) may require a decrease in production intensity,27
2051,at smaller scales and in particular places (often associated with,27
2052,"previous, unsustainable, intensification) to achieve sustainability",27
2053,"(Garnett et al., 2013).] Glossary Annex I",27
2054,AI,27
2055,Sustainable land management The stewardship and use of,27
2056,"land resources, including soils, water, animals and plants, to meet",27
2057,"changing human needs, while simultaneously ensuring the long-term",27
2058,productive potential of these resources and the maintenance of their,27
2059,"environmental functions (Adapted from WOCAT, undated). Technology transfer The exchange of knowledge, hardware and",27
2060,"associated software, money and goods among stakeholders, which",27
2061,leads to the spread of technology for adaptation or mitigation. The,27
2062,term encompasses both diffusion of technologies and technological,27
2063,cooperation across and within countries. Teleconnections A statistical association between climate,27
2064,"variables at widely separated, geographically-fixed spatial locations. Teleconnections are caused by large spatial structures such as basinwide",27
2065,"coupled modes of ocean-atmosphere variability, Rossby wavetrains,",27
2066,"mid-latitude jets and storm tracks, etc. Temperature overshoot The temporary exceedance of a",27
2067,"specified level of global warming, such as 1.5°C. Overshoot implies",27
2068,"a peak followed by a decline in global warming, achieved through",27
2069,anthropogenic removal of carbon dioxide (CO2) exceeding remaining,27
2070,CO2 emissions globally. See also Pathways (Subterms: Overshoot,27
2071,"pathways, Non-overshoot Pathways). Tier In the context of the IPCC Guidelines for National Greenhouse",27
2072,"Gas Inventories, a tier represents a level of methodological complexity. Usually three tiers are provided. Tier 1 is the basic method, Tier 2",27
2073,intermediate and Tier 3 most demanding in terms of complexity,27
2074,and data requirements. Tiers 2 and 3 are sometimes referred to as,27
2075,higher tier methods and are generally considered to be more accurate,4
2076,"(IPCC, 2019). Tipping point A level of change in system properties beyond",27
2077,"which a system reorganises, often abruptly, and does not return to",27
2078,the initial state even if the drivers of the change are abated. For the,27
2079,"climate system, it refers to a critical threshold beyond which global",27
2080,or regional climate changes from one stable state to another stable,27
2081,state. Tipping points are also used when referring to impact: the term,27
2082,can imply that an impact tipping point is (about to be) reached in,27
2083,a natural or human system. See also Irreversibility. Transformation A change in the fundamental attributes of,27
2084,natural and human systems. Societal (social) transformation,27
2085,A profound and often deliberate shift initiated by communities toward,27
2086,"sustainability, facilitated by changes in individual and collective",27
2087,"values and behaviours, and a fairer balance of political, cultural, and",4
2088,institutional power in society. Transformation pathways See Pathways. Transformational adaptation See Adaptation. Transformative change A system wide change that alters the,27
2089,fundamental attributes of the system. Transient climate response to cumulative CO2 emissions,27
2090,(TCRE) The transient global average surface temperature change,27
2091,"per unit cumulative carbon dioxide (CO2) emissions, usually 1000",27
2092,GtC. TCRE combines both information on the airborne fraction of,27
2093,cumulative CO2 emissions (the fraction of the total CO2 emitted that,27
2094,"remains in the atmosphere, which is determined by carbon cycle",27
2095,processes) and on the transient climate response (TCR). See also,27
2096,Transient climate response (TCR) (under Climate sensitivity). Transit-oriented development (TOD) An approach to urban,27
2097,"development that maximises the amount of residential, business and",27
2098,"leisure space within walking distance of efficient public transport, so",27
2099,"as to enhance mobility of citizens, the viability of public transport and",27
2100,the value of urban land in mutually supporting ways. Transition The process of changing from one state or condition to,27
2101,"another in a given period of time. Transition can occur in individuals,",27
2102,"firms, cities, regions and nations, and can be based on incremental or",27
2103,"transformative change. Tropical cyclone The general term for a strong, cyclonic-scale",27
2104,disturbance that originates over tropical oceans. Distinguished from,27
2105,weaker systems (often named tropical disturbances or depressions),27
2106,by exceeding a threshold wind speed. A tropical storm is a tropical,27
2107,cyclone with one-minute average surface winds between 18 and,27
2108,"m s–1. Beyond 32 m s–1, a tropical cyclone is called a hurricane,",27
2109,"typhoon, or cyclone, depending on geographic location. See also",27
2110,"Extratropical cyclone. Troposphere The lowest part of the atmosphere, from the surface",27
2111,to about 10 km in altitude at mid-latitudes (ranging from 9 km at,27
2112,"high latitudes to 16 km in the tropics on average), where clouds and",27
2113,"weather phenomena occur. In the troposphere, temperatures generally",27
2114,"decrease with height. See also Atmosphere, and Stratosphere. Uncertainty A state of incomplete knowledge that can result",27
2115,from a lack of information or from disagreement about what is,27
2116,"known or even knowable. It may have many types of sources,",27
2117,from imprecision in the data to ambiguously defined concepts or,27
2118,"terminology, incomplete understanding of critical processes, or",27
2119,uncertain projections of human behaviour. Uncertainty can therefore,6
2120,"be represented by quantitative measures (e.g., a probability density",27
2121,"function) or by qualitative statements (e.g., reflecting the judgment",27
2122,"of a team of experts) (see IPCC, 2004; Mastrandrea et al., 2010; Moss",27
2123,"and Schneider, 2000). See also Confidence, and Likelihood. United Nations Convention to Combat Desertification",27
2124,(UNCCD) A legally binding international agreement linking,27
2125,"environment and development to sustainable land management,",27
2126,established in 1994. The Convention’s objective is ‘to combat,27
2127,desertification and mitigate the effects of drought in countries,27
2128,experiencing drought and/or desertification’. The Convention,27
2129,"specifically addresses the arid, semi-arid and dry sub-humid areas,",27
2130,"known as the drylands, and has a particular focus on Africa. As of",27
2131,"October 2018, the UNCCD had 197 Parties. United Nations Framework Convention on Climate Change",27
2132,(UNFCCC) The UNFCCC was adopted in May 1992 and opened for,27
2133,signature at the 1992 Earth Summit in Rio de Janeiro. It entered into,27
2134,force in March 1994 and as of May 2018 had 197 Parties (196 States,27
2135,and the European Union). The Convention’s ultimate objective is the,27
2136,‘stabilisation of greenhouse gas concentrations in the atmosphere,27
2137,at a level that would prevent dangerous anthropogenic interference,27
2138,with the climate system’. The provisions of the Convention are,27
2139,pursued and implemented by two treaties: the Kyoto Protocol and,27
2140,"the Paris Agreement. Urban green infrastructure Public and private green spaces,",27
2141,"including remnant native vegetation, parks, private gardens, golf",27
2142,"courses, street trees, urban farming and engineered options such",27
2143,"as green roofs, green walls, biofilters and raingardens (Norton et",27
2144,"al., 2015). Urban and Peri-urban agriculture ‘The cultivation of crops and",27
2145,rearing of animals for food and other uses within and surrounding,27
2146,"the boundaries of cities, including fisheries and forestry’ (EPRS, 2014). Uptake The addition of a substance of concern to a reservoir. See",27
2147,"also Carbon sequestration, and Sink. Vegetation browning A decrease in photosynthetically active",27
2148,plant biomass which is inferred from satellite observations. Vegetation greening An increase in photosynthetically active,27
2149,plant biomass which is inferred from satellite observations. Vulnerability The propensity or predisposition to be adversely,27
2150,affected. Vulnerability encompasses a variety of concepts and,27
2151,elements including sensitivity or susceptibility to harm and lack of,27
2152,"capacity to cope and adapt. See also Exposure, Hazard, and Risk. Water cycle See Hydrological cycle. Well-being A state of existence that fulfils various human needs,",27
2153,"including material living conditions and quality of life, as well as",27
2154,"the ability to pursue one’s goals, to thrive, and feel satisfied with",27
2155,one’s life. Ecosystem well-being refers to the ability of ecosystems to,27
2156,maintain their diversity and quality. Wetland Land that is covered or saturated by water for all or part,27
2157,"of the year (e.g., peatland). Summary for Policymakers",27
2158,1,27
2159,Introduction,27
2160,"This Special Report on the Ocean and Cryosphere in a Changing Climate (SROCC) was prepared following an IPCC Panel decision in 2016 to prepare three Special Reports during the Sixth Assessment Cycle3 4. By assessing new scientific literature3, the SROCC5 responds to government and observer organization proposals. The SROCC follows the other two Special Reports on Global Warming of 1.5°C (SRI .5) and on Climate Change and Land (SRCCL)6 and the Intergovernmental Science Policy Platform on Biodiversity and Ecosystem Services (IPBES) Global Assessment Report on Biodiversity and Ecosystem Services. This Summary for Policymakers (SPM) compiles key findings of the report and is structured in three parts: SPM.A: Observed Changes and Impacts, SPM.B: Projected Changes and Risks, and SPM.C: Implementing Responses to Ocean and Cryosphere Change. To assist navigation of the SPM, icons indicate where content can be found. Confidence in key findings is reported using IPCC calibrated language7 and the underlying scientific basis for each key finding is indicated by references to sections of the underlying report. Summary for Policymakers",27
2161,Startup Box | The Importance of the Ocean and Cryosphere for People,27
2162,"All people on Earth depend directly or indirectly on the ocean and cryosphere. The global ocean covers 71 % of the Earth surface and contains about 97% of the Earth's water. The cryosphere refers to frozen components of the Earth system1. Around 10% of Earth's land area is covered by glaciers or ice sheets. The ocean and cryosphere support unique habitats, and are interconnected with other components of the climate system through global exchange of water, energy and carbon. The projected responses of the ocean and cryosphere to past and current human-induced greenhouse gas emissions and ongoing global warming include climate feedbacks, changes over decades to millennia that cannot be avoided, thresholds of abrupt change, and irreversibility. {Box 1.1,1.2}",27
2163,"Human communities in close connection with coastal environments, small islands (including Small Island Developing States, SIDS), polar areas and high mountains8 are particularly exposed to ocean and cryosphere change, such as sea level rise, extreme sea level and shrinking cryosphere. Other communities further from the coast are also exposed to changes in the ocean, such as through extreme weather events. Today, around 4 million people live permanently in the Arctic region, of whom 10% are Indigenous. The low-lying coastal zone9 is currently home to around 680 million people (nearly 10% of the 2010 global population), projected to reach more than one billion by 2050. SIDS are home to 65 million people. Around 670 million people (nearly 10% of the 2010 global population), including Indigenous peoples, live in high mountain regions in all continents except Antarctica. In high mountain regions, population is projected to reach between 740 and 840 million by 2050 (about 8.4-8.7% of the projected global population). {1.1, 2.1, 3.1, Cross-Chapter Box 9, Figure 2.1}",27
2164,"In addition to their role within the climate system, such as the uptake and redistribution of natural and anthropogenic carbon dioxide (CO2) and heat, as well as ecosystem support, services provided to people by the ocean and/or cryosphere include food and water supply, renewable energy, and benefits for health and well-being, cultural values, tourism, trade, and transport. The state of the ocean and cryosphere interacts with each aspect of sustainability reflected in the United Nations Sustainable Development Goals (SDGs). {1.1,1.2,1.5}",27
2165,"|ce sheets and glaciers worldwide have lost mass (very high confidence). Between 2006 and 2015# the Greenland Ice Sheet9 lost ice mass at an average rate of 278 ±11 Gtyr1 (equivalent to 0.77 ± 0.03 mm yr1 of global sea level rise)10, mostly due to surface melting (high confidence). In 2006-2015, the Antarctic Ice Sheet lost mass at an average rate of 155 ± 19 Gt yr1 (0.43 ± 0.05 mm yr1), mostly due to rapid thinning and retreat of major outlet glaciers draining the West Antarctic Ice Sheet (very high confidence). Glaciers worldwide outside Greenland and Antarctica lost mass at an average rate of 220 ± 30 Gt yr-1 (equivalent to 0.61 ± 0.08 mm yr-1 sea level rise) in 2006-2015. {3.3.1,4.2.3, Appendix 2.A, Figure SPM.1}",27
2166,A.1.2,27
2167,Arctic June snow cover extent on land declined by 13.4 ± 5.4% per decade from 1967,27
2168,"to 2018, a total loss of approximately 2.5 million km2, predominantly due to surface air temperature increase (high confidence). In nearly all high mountain areas, the depth, extent and duration of snow cover have declined over recent decades, especially at lower elevation (high confidence). {2.2.2, 3.4.1, Figure SPM.1}",27
2169,,27
2170,,27
2171,,27
2172,,27
2173,,27
2174,,27
2175,,27
2176,,27
2177,,27
2178,,27
2179,,27
2180,,27
2181,,27
2182,,27
2183,,27
2184,,27
2185,,27
2186,,27
2187,,27
2188,,27
2189,,27
2190,,27
2191,,27
2192,,27
2193,,27
2194,,27
2195,,27
2196,,27
2197,,27
2198,,27
2199,,27
2200,,27
2201,,27
2202,,27
2203,,27
2204,,27
2205,,27
2206,,27
2207,,27
2208,,27
2209,,27
2210,,27
2211,Summary for Policymakers,27
2212,Box SPM.1 I Use of Climate Change Scenarios in SROCC,27
2213,"Assessments of projected future changes in this report are based largely on CMIP510 climate model projections using Representative Concentration Pathways (RCPs). RCPs are scenarios that include time series of emissions and concentrations of the full suite of greenhouse gases (GHGs) and aerosols and chemically active gases, as well as land use / land cover. RCPs provide only one set of many possible scenarios that would lead to different levels of global warming. {Annex I: Glossary}",27
2214,"This report uses mainly RCP2.6 and RCP8.5 in its assessment, reflecting the available literature. RCP2.6 represents a low greenhouse gas emissions, high mitigation future, that in CMIP5 simulations gives a two in three chance of limiting global warming to below 2°C by 210011. By contrast, RCP8.5 is a high greenhouse gas emissions scenario in the absence of policies to combat climate change, leading to continued and sustained growth in atmospheric greenhouse gas concentrations. Compared to the total set of RCPs, RCP8.5 corresponds to the pathway with the highest greenhouse gas emissions. The underlying chapters also reference other scenarios, including RCP4.5 and RCP6.0 that have intermediate levels of greenhouse gas emissions and result in intermediate levels of warming. {Annex I: Glossary, Cross-Chapter Box 1 in Chapter 1}",27
2215,"Table SPM.1 provides estimates of total warming since the pre-industrial period under four different RCPs for key assessment intervals used in SROCC. The warming from the 1850-1900 period until 1986-2005 has been assessed as 0.63°C (0.57°C to 0.69°C likely range) using observations of near-surface air temperature over the ocean and over land.12 Consistent with the approach in AR5, modelled future changes in global mean surface air temperature relative to 1986-2005 are added to this observed warming. {Cross-Chapter Box 1 in Chapter 1}",27
2216,Table SPM.11 Projected global mean surface temperature change relative to 1850-1900 for two time periods under four RCPs15 {Cross-Chapter Box 1 in Chapter 1},27
2217,,27
2218,,27
2219,"A.2 It is virtually certain that the global ocean has warmed unabated since 1970 and has taken up more than 90% of the excess heat in the climate system (high confidence). Since 1993, the rate of ocean warming has more than doubled (likely). Marine heatwaves have very likely doubled in frequency since 1982 and are increasing in intensity (very high confidence). By absorbing more CO2, the ocean has undergone increasing surface acidification (virtually certain). A loss of oxygen has occurred from the surface to 1000 m (medium confidence). (1.4,3.2, 5.2, 6.4, 6.7, Figures SPM.1, SPM.2}",27
2220,"The ocean warming trend documented in the IPCC Fifth Assessment Report (AR5) has continued. Since 1993 the rate of ocean warming and thus heat uptake has more than doubled (likely) from 3.22 ±1.61 ZJ yr1 (0-700 m depth) and 0.97 ± 0.64 ZJ yr1 (700-2000 m) between 1969 and 1993, to 6.28 ± 0.48 ZJ yr1 (0-700 m) and 3.86 ± 2.09 ZJ yr1 (700-2000 m) between 1993 and 201717# and is attributed to anthropogenic forcing (very likely). {1.4.1, 5.2.2, Table 5.1, Figure SPM.1}",27
2221,,27
2222,"The Southern Ocean accounted for 35-43% of the total heat gain in the upper 2000 m global ocean between 1970 and 2017 (high confidence). Its share increased to 45-62% between 2005 and 2017 (high confidence). The deep ocean below 2000 m has warmed since 1992 (likely), especially in the Southern Ocean. {1.4, 3.2.1, 5.2.2, Table 5.1, Figure SPM.2}",27
2223,,27
2224,"Globally, marine heat-related events have increased; marine heatwaves18, defined when the daily sea surface temperature exceeds the local 99th percentile over the period 1982 to 2016, have doubled in frequency and have become longer-lasting, more intense and more extensive (very likely). It is very likely that between 84-90% of marine heatwaves that occurred between 2006 and 2015 are attributable to the anthropogenic temperature increase. {Table 6.2, 6.4, Figures SPM.1, SPM.2}",27
2225,,27
2226,Density stratification19 has increased in the upper 200 m of the ocean since 1970 (very likely). Observed surface ocean warming and high latitude addition of freshwater are making the surface ocean less dense relative to deeper parts of the ocean (high confidence) and inhibiting mixing between surface and deeper waters (high confidence). The mean stratification of the upper 200 m has increased by 2.3 ± 0.1 % (very likely range) from the 1971-1990 average to the 1998-2017 average. {5.2.2},27
2227,,27
2228,"The ocean has taken up between 20-30% (very likely) of total anthropogenic CO2 emissions since the 1980s causing further ocean acidification. Open ocean surface pH has declined by a very likely range of 0.017-0.027 pH units per decade since the late 1980s20, with the decline in surface ocean pH very likely to have already emerged from background natural variability for more than 95% of the ocean surface area. {3.2.1, 5.2.2, Box 5.1, Figures SPM.1, SPM.2}",27
2229,"17 ZJ is Zettajoule and is equal to 1021 Joules. Warming the entire ocean by 1 °C requires about 5500 ZJ; 144 ZJ would warm the top 100 m by about 1°C. 18 A marine heatwave is a period of extreme warm near-sea surface temperature that persists for days to months and can extend up to thousands of kilometres (Annex I: Glossary). 19 In this report density stratification is defined as the density contrast between shallower and deeper layers. Increased stratification reduces the vertical exchange of heat, salinity, oxygen, carbon, and nutrients. 20 Based on in-situ records longer than fifteen years. Datasets spanning 1970-2010 show that the open ocean has lost oxygen by a very likely range of 0.5-3.3% over the upper 1000 m# alongside a likely expansion of the volume of oxygen minimum zones by 3-8% (medium confidence). Oxygen loss is primarily due to increasing ocean stratification, changing ventilation and biogeochemistry (high confidence). {5.2.2, Figures SPM.1, SPM.2}",27
2230,"Observations, both in situ (2004-2017) and based on sea surface temperature reconstructions, indicate that the Atlantic Meridional Overturning Circulation (AMOC)13 has weakened relative to 1850-1900 (medium confidence). There is insufficient data to quantify the magnitude of the weakening, or to properly attribute it to anthropogenic forcing due to the limited length of the observational record. Although attribution is currently not possible, CMIP5 model simulations of the period 1850-2015, on average, exhibit a weakening AMOC when driven by anthropogenic forcing. {6.7}",27
2231,"A. 3 Global mean sea level (GMSL) is rising, with acceleration in recent decades due to increasing rates of ice loss from the Greenland and Antarctic ice sheets (very high confidence), as well as continued glacier mass loss and ocean thermal expansion. Increases in tropical cyclone winds and rainfall, and increases in extreme waves, combined with relative sea level rise, exacerbate extreme sea level events and coastal hazards (high confidence). (3.3, 4.2, 6.2, 6.3, 6.8, Figures SPM.1, SPM.2, SPM.4, SPM.5}",27
2232,",•?$•]. H Total GMSL rise for 1902-2015 is 0.16 m (likely range 0.12-0.21 m). The rate of GMSL rise for 2006-2015 of 3.6 mmyr1 (3.1-4.1 mmyr1, very likely range), is unprecedented over the last century (high confidence), and about 2.5 times the rate for 1901-1990 of 1.4 mm yr1 (0.8- 2.0 mm yr1, very likely range). The sum of ice sheet and glacier contributions over the period 2006-2015 is the dominant source of sea level rise (1.8 mm yr-1, very likely range 1.7-1.9 mm yr-1), exceeding the effect of thermal expansion of ocean water (1.4 mm yr-1, very likely range 1.1-1.7 mm yr1)14 (very high confidence). The dominant cause of global mean sea level rise since 1970 is anthropogenic forcing (high confidence). {4.2.1,4.2.2, Figure SPM.1}",27
2233,A.3.2,27
2234,Ll^á,27
2235,Sea level rise has accelerated (extremely likely) due to the combined increased ice loss from,27
2236,"the Greenland and Antarctic ice sheets (very high confidence). Mass loss from the Antarctic ice sheet over the period 2007-2016 tripled relative to 1997-2006. For Greenland, mass loss doubled over the same period (likely, medium confidence). {3.3.1, Figures SPM.1, SPM.2, SPM A.1.1}",27
2237,"Acceleration of ice flow and retreat in Antarctica, which has the potential to lead to sea level rise of several metres within a few centuries, is observed in the Amundsen Sea Embayment of West Antarctica and in Wilkes Land, East Antarctica (very high confidence). These changes may be the onset of an irreversible15 ice sheet instability. Uncertainty related to the onset of ice sheet instability arises from limited observations, inadequate model representation of ice sheet processes, and limited understanding of the complex interactions between the atmosphere, ocean and the ice sheet. {3.3.1, Cross-Chapter Box 8 in Chapter 3, 4.2.3}",6
2238,A.3.4,27
2239,Sea level rise is,27
2240,"not globally uniform and varies regionally. Regional differences, within ±30%",27
2241,"of the global mean sea level rise, result from land ice loss and variations in ocean warming and circulation. Differences from the global mean can be greater in areas of rapid vertical land movement including from local human activities (e.g. extraction of groundwater), (high confidence) {4.2.2, 5.2.2, 6.2.2, 6.3.1, 6.8.2, Figure SPM.2}",27
2242,,27
2243,,27
2244,A.3.5 ÏZZSà,27
2245,Extreme,27
2246,wave,27
2247,"heights,",27
2248,"which contribute to extreme sea level events, coastal erosion and",27
2249,"flooding, have increased in the Southern and North Atlantic Oceans by around 1.0 cm yr1 and 0.8 cm yr1 over the period 1985-2018 (medium confidence). Sea ice loss in the Arctic has also increased wave heights over the period 1992-2014 (medium confidence). {4.2.2, 6.2, 6.3, 6.8, Box 6.1}",27
2250,A.3.6,27
2251,Anthropogenic,27
2252,climate,27
2253,change,27
2254,has,27
2255,increased,27
2256,observed,27
2257,precipitation,27
2258,"(medium confidence),",27
2259,"winds (low confidence), and extreme sea level events (high confidence) associated with some tropical cyclones, which has increased intensity of multiple extreme events and associated cascading impacts (high confidence). Anthropogenic climate change may have contributed to a poleward migration of maximum tropical cyclone intensity in the western North Pacific in recent decades related to anthropogenically-forced tropical expansion (low confidence). There is emerging evidence for an increase in annual global proportion of Category 4 or 5 tropical cyclones in recent decades (low confidence). {6.2, Table 6.2, 6.3, 6.8, Box 6.1}",27
2260,Observed Impacts on Ecosystems,27
2261,"A. 4 Cryospheric and associated hydrological changes have impacted terrestrial and freshwater species and ecosystems in high mountain and polar regions through the appearance of land previously covered by ice, changes in snow cover, and thawing permafrost. These changes have contributed to changing the seasonal activities, abundance and distribution of ecologically, culturally, and economically important plant and animal species, ecological disturbances, and ecosystem functioning, (high confidence) (2.3.2, 2.3.3, 3.4.1, 3.4.3, Box 3.4, Figure SPM.2}",27
2262,A.4.1,27
2263,^5,27
2264,EH,27
2265,Over,27
2266,"the last century some species of plants and animals have increased in abundance, shifted",27
2267,"their range, and established in new areas as glaciers receded and the snow-free season lengthened (high confidence). Together with warming, these changes have increased locally the number of species in high mountains, as lower-elevation species migrate upslope (very high confidence). Some cold-adapted or snow-dependent species have declined in abundance, increasing their risk of extinction, notably on mountain summits (high confidence). In polar and mountain regions, many species have altered seasonal activities especially in late winter and spring (high confidence). {2.3.3, Box 3.4}",27
2268,A.4.2,27
2269,"Increased wildfire and abrupt permafrost thaw, as well as changes in Arctic and mountain",27
2270,"hydrology have altered frequency and intensity of ecosystem disturbances (high confidence).T\\\s has included positive and negative impacts on vegetation and wildlife such as reindeer and salmon (high confidence). {2.3.3, 3.4.1, 3.4.3}",27
2271,"Across tundra, satellite observations show an overall greening, often indicative of increased plant productivity (high confidence). Some browning areas in tundra and boreal forest are indicative that productivity has decreased (high confidence). These changes have negatively affected provisioning, regulating and cultural ecosystem services, with also some transient positive impacts for provisioning services, in both high mountains (medium confidence) and polar regions (high confidence). {2.3.1, 2.3.3, 3.4.1, 3.4.3, Annex I: Glossary}",27
2272,11,27
2273,,27
2274,,27
2275,"A. 5 Since about 1950 many marine species across various groups have undergone shifts in geographical range and seasonal activities in response to ocean warming, sea ice change and biogeochemical changes, such as oxygen loss, to their habitats (high confidence). This has resulted in shifts in species composition, abundance and biomass production of ecosystems, from the equator to the poles. Altered interactions between species have caused cascading impacts on ecosystem structure and functioning (medium confidence). In some marine ecosystems species are impacted by both the effects of fishing and climate changes (medium confidence). (3.2.3, 3.2.4, Box 3.4, 5.2.3, 5.3, 5.4.1, Figure SPM.2}",27
2276,"Rates of poleward shifts in distributions across different marine species since the 1950s are 52 ± 33 km per decade and 29 ± 16 km per decade (very likely ranges) for organisms in the epipelagic (upper 200 m from sea surface) and seafloor ecosystems, respectively. The rate and direction of observed shifts in distributions are shaped by local temperature, oxygen, and ocean currents across depth, latitudinal and longitudinal gradients (high confidence). Warming-induced species range expansions have led to altered ecosystem structure and functioning such as in the North Atlantic, Northeast Pacific and Arctic (medium confidence). {5.2.3, 5.3.2, 5.3.6, Box 3.4, Figure SPM.2}",27
2277,"K4* In recent decades, Arctic net primary production has increased in ice-free waters (high confidence) and spring phytoplankton blooms are occurring earlier in the year in response to sea ice change and nutrient availability with spatially variable positive and negative consequences for marine ecosystems (medium confidence). In the Antarctic, such changes are spatially heterogeneous and have been associated with rapid local environmental change, including retreating glaciers and sea ice change (medium confidence). Changes in the seasonal activities, production and distribution of some Arctic zooplankton and a southward shift in the distribution of the Antarctic krill population in the South Atlantic are associated with climate-linked environmental changes (medium confidence). In polar regions, ice associated marine mammals and seabirds have experienced habitat contraction linked to sea ice changes (high confidence) and impacts on foraging success due to climate impacts on prey distributions (medium confidence). Cascading effects of multiple climate-related drivers on polar zooplankton have affected food web structure and function, biodiversity as well as fisheries (high confidence). {3.2.3, 3.2.4, Box 3.4, 5.2.3, Figure SPM.2}",27
