,Sentences,Sentiments
1611,"countries included in this analysis, 67—more than one-third—identified protected areas      3. Clearly articulate the role of protected and conserved areas in helping people",27
1612,"as a means of attaining their adaptation and mitigation goals. Of these, almost half (32)   adapt to climate change, and link specific climate hazards and vulnerable populations",27
1613,"expressed an intention to add new protected areas or expand coverage of those already in    with the appropriate ecosystem services needed for adaptation. place. While these numbers are encouraging, there is ample room for improvement. 4. Integrate the carbon sequestration benefits of protected and other conserved",4
1614,"For example, 36 countries indicated plans to increase forest cover, plant trees or          areas into climate change mitigation targets. 36",27
1615,"expand natural areas, but did not clearly state if or how these areas might be protected",27
1616,or managed. Nature-based solutions to climate change adaptation and mitigation using        5. Commit to managing protected and other conserved areas for current and,27
1617,protected areas were largely absent. Only 21 countries (12%) specifically mentioned         anticipated climate risks to ecosystems and biodiversity while calling attention to,27
1618,"COUNTRIES            the carbon sequestration benefits that protected areas can provide, while just 8 (4%)       the need for increased technical and financial support to improve protected area",27
1619,"indicated plans to     acknowledged the role that ecosystem services from protected areas can play in helping      management in the face of rapid change. increase forest cover,   vulnerable people adapt to climate change. Finally, only 10 NDCs pledged to manage",27
1620,"Protected areas and other conserved areas, such as indigenous and community",27
1621,plant trees or expand    protected areas for current or anticipated climate change risks to ecosystems and,27
1622,"conserved areas, sacred natural sites and military lands can contribute to much",27
1623,"natural areas        biodiversity. needed climate change adaptation and mitigation goals, yet they have not been",27
1624,While Nationally Determined Contributions are a communications tool and                     comprehensively addressed in Nationally Determined Contributions submitted to,27
1625,not a comprehensive inventory of all national and subnational plans for climate             the UNFCCC. Protected and other conserved areas are also important components,27
1626,,27
1627,,27
1628,"21                 change adaptation and mitigation targets, they are a good indicator of the status",27
1629,national governments give to protected areas in achieving climate change goals. of national commitments to the United Nations Sustainable Development Goals and,27
1630,the Convention on Biological Diversity. WWF strongly encourages Parties to consider,27
1631,,27
1632,COUNTRIES            WWF acknowledges the likelihood of extensive under-reporting of strategies and              the myriad benefits that nature provides and emphasize the importance of ecosystem,27
1633,conservation and biodiversity in their revised NDCs. activities involving protected and other conserved areas as a component of national,27
1634,specifically mentioned,27
1635,contributions. Yet including these in NDCs would be a simple way to demonstrate,27
1636,the carbon,27
1637,increased ambition and call attention to the need for critical ecosystem services and,27
1638,sequestration benefits,27
1639,biodiversity for future prosperity. that protected areas,27
1640,can provide        The socioeconomic and ecological benefits of protected areas have been well-,4
1641,documented. Success in achieving climate change goals by conserving biodiversity and,4
1642,safeguarding ecosystem services will largely depend on Parties’ willingness and ability,27
1643,"to adhere to the commitments they make to global conventions, and how well protected",27
1644,and conserved areas are managed. Further research will be needed to track progress,27
1645,and evaluate impact. 2                                                                                                                                                                                                            3,27
1646,BACKGROUND,27
1647,"Protected areas and other conserved areas, such as indigenous and community",27
1648,"conserved lands and sacred natural areas, have played a critical role in biodiversity",4
1649,"conservation for the past century. Beyond providing a haven for species, these areas",27
1650,"also provide vital ecosystem services that sustain livelihoods, connect landscapes,",4
1651,"capture and store carbon, and inspire people to value the natural world. Healthy,",27
1652,well-managed protected areas are critical to the 2015 Paris Agreement’s ambitions of,8
1653,creating a low-carbon global economy and a climate-resilient world. The role of forests,27
1654,"and other natural systems in sequestering carbon has been well-documented. Similarly,",4
1655,protected areas provide a suite of ecosystem services that help vulnerable communities,4
1656,during extreme weather events. These include protection from soil erosion due to heavy,27
1657,"rainfall, coastal storm surge and wave attenuation, and flooding. National governments",27
1658,would benefit from acknowledging the benefits that nature provides by placing,27
1659,protected and other conserved areas at the center of their commitments to addressing,27
1660,"climate-related challenges. However, almost all protected areas were designed, and continue to be managed, with",27
1661,the assumption of a stationary climate. Climate change is already causing shifts in,27
1662,"species composition, habitat types, and ecosystem function, challenging their ability to",27
1663,"meet goals and objectives they were designed for. As the climate continues to change,",27
1664,"protected areas will be further impacted as people shift agricultural production, build",27
1665,"new infrastructure, and move away from coasts and floodplains. To ensure these",27
1666,"natural areas continue to deliver benefits, we must increase efforts to protect them",4
1667,from further degradation and climate change itself. By including conserved areas,27
1668,"in Nationally Determined Contributions to the UNFCCC, Parties can demonstrate",27
1669,commitment to nature-based solutions and emphasize the importance of protected,4
1670,"natural areas to human well-being. With financial support from the German Federal Ministry for the Environment, Nature",27
1671,"Conservation and Nuclear Safety (BMU), WWF US conducted a review of currently",27
1672,available Nationally Determined Contributions to assess the extent of Parties’ use of,27
1673,"protected and other conserved areas for adaptation and mitigation benefits, to identify",27
1674,promising approaches and gaps. Findings were used to develop recommendations for,27
1675,Parties to enhance the role of protected areas in their revised NDCs for submission to,27
1676,the UNFCCC in 2020 and beyond. A second objective of this study was to learn whether governments consider climate,27
1677,"change risks to nature to better inform protected area management. Governments,",27
1678,protected area managers and conservation groups alike often neglect the increasing,27
1679,risk that climate change poses to protected areas and the ecosystem services they,27
1680,provide. Most planners and managers of the world’s protected areas do not consider,27
1681,"climate risks, instead relying on traditional approaches to conservation that are rapidly",27
1682,becoming obsolete with increased warming and climate variability. WWF believes,27
1683,that a viable future for people and nature mandates that conservation efforts and,27
1684,strategies—including the management of protected and other conserved areas—are,27
1685,,27
1686,,27
1687,,27
1688,4                                                                                              5,27
1689,BACKGROUND,27
1690,,27
1691,,27
1692,"continuously updated to account for unavoidable climate change risks to biodiversity,",27
1693,ecosystems and ecosystem services. National governments have a vested interest in,27
1694,doing so to ensure that protected areas continue to deliver on commitments to their,27
1695,METHODOLOGY,27
1696,"citizens and to the UNFCCC, the Convention on Biological Diversity (CBD), and the UN",27
1697,Sustainable Development Goals. For this analysis WWF reviewed 151 NDCs representing 179 countries submitted to the,27
1698,UNFCCC NDC Registry by December 31st 2018. The 151 NDCs reviewed include 49,27
1699,"from Africa, 38 from Asia, 43 from Europe, 31 from Latin America and the Caribbean,",27
1700,"two from North America (Canada and the United States), and 17 from Oceania. Sixteen Parties to the UNFCCC either did not ratify the 2015 Paris Agreement or",27
1701,"ratified but did not submit an NDC by December 31, 2018, and therefore were not",27
1702,"included in the analysis. These countries are Angola, Brunei Darussalam, Ecuador,",27
1703,"Iran, Iraq, Kyrgyzstan, Lebanon, Libya, Oman, Philippines, Russia, Senegal, South",27
1704,"5 criteria          Sudan, Suriname, Turkey, and Yemen. used for",27
1705,NDCs varied greatly in both length and level of detail. WWF reviewers read each in,27
1706,evaluating,27
1707,"full for this analysis. For NDCs submitted in Spanish (9) or French (10), WWF used",27
1708,NDCs and             Google Translate (translate.google.com) to convert text to English and then the English,27
1709,Protected            translation was read in full. Each non-English NDC document was scanned using a,27
1710,Areas:             keyword search for protected areas along with related French and Spanish language,27
1711,terms listed below to ensure that nothing was overlooked due to translation errors. 1. Explicit mention,27
1712,of protected or     To determine if Parties included protected areas in their NDCs and how the protected,27
1713,"other conserved      areas are being used to achieve climate change adaptation and mitigation targets, WWF",27
1714,areas,27
1715,reviewed each NDC document to answer the following five questions:,27
1716,2. Establishment,27
1717,or expansion of,27
1718,•,27
1719,Does the NDC mention protected areas explicitly? protected areas        •,27
1720,Does the NDC call for establishing new or expanding existing protected areas? •,27
1721,Does the NDC mention utilizing protected areas to help people adapt to climate,27
1722,3. Use of protected        change (also known as ecosystem-based adaptation or EbA). areas to help,27
1723,•,27
1724,Does the NDC mention utilizing protected areas to achieve carbon sequestration,27
1725,people adapt (EbA),27
1726,or avoided emissions benefits? 4. Mitigation        •,27
1727,Does the NDC indicate plans to use climate risk information and climate adaptive,27
1728,benefits             measures to manage protected areas? from carbon,27
1729,"sequestration and     Countries received credit for each affirmative answer, indicated by a “●” in the country",27
1730,avoided emissions,27
1731,"results table in Appendix 1. For questions 2 and 5, if a country did not reference",27
1732,5. Managing       protected or other conserved areas explicitly in its NDC but mentioned nature or,27
1733,"protected areas      equivalent terms when addressing these topics, it received partial credit, indicated by",27
1734,"for climate change    a “●” in the country results table. Thus, “conserve forests by increasing the number of",27
1735,"risks         protected areas” would receive full credit (or one point) for question 2, while “increase",27
1736,"forest cover on degraded lands” would receive partial credit (or one-half point). Similarly, for questions 3 and 4, countries that mentioned or implied using nature-",27
1737,based solutions for climate change mitigation and adaptation outside the context of,27
1738,"protected areas received partial credit, indicated by a “●” in the country results table. The rationale and methods used to provide full or partial credit for each of the five",27
1739,questions are provided below. 6                                                                                                                                                                                                                      7,27
1740,METHODOLOGY,27
1741,,27
1742,,27
1743,1. Does the NDC mention protected areas explicitly? “protect” in conjunction with nature and natural systems convey an explicit intention,27
1744,to preserve and protect nature and therefore phrases using this word when referring,27
1745,"There are currently more than 238,000 protected areas across the globe, and this                to natural systems could be considered as “protected areas.” For example, Antigua",27
1746,"number is expected to increase1. Terrestrial protected areas cover more than 20 million         and Barbuda declares that “by 2030, all waterways are protected to reduce the risks",27
1747,"km2—almost 15% of the earth’s land surface, while marine protected areas cover more             of flooding and health impacts.” Belize mentions “protecting and restoring mangrove",27
1748,"than 6 million km2—more than 7% of the world’s oceans1. The Convention on Biological            forests” for climate change mitigation. In both these cases, these countries received",27
1749,Diversity’s Aichi Biodiversity Targets call for the protection of at least 17% of the earth’s   credit for this question. *,27
1750,terrestrial areas by 20202. As global population numbers and their associated human,27
1751,"footprint increase, many scientists and activists are calling to conserve 30% of the            *In cases where language around nature and protected areas was vague or ambiguous,",27
1752,WWF used its best judgement to determine the meaning and intent of the statements. WWF,27
1753,worlds surface by 20303 as a stepping stone towards the goal of conserving half the,27
1754,acknowledges that it may not have interpreted every statement correctly and is open to,27
1755,"planet by 20504. Protected areas will play a critical role in achieving these ambitious         feedback and comments that may lead to revisions. targets. Increasingly, new protected areas are established not only to protect iconic species",27
1756,"and landscapes, but also to serve a range of other functions such as enhancing local            2. Does the NDC call for the establishment of new, or",27
1757,"livelihoods, improving fishery stocks, increasing carbon sequestration, and helping             expansion of existing, protected areas? people adapt to the impacts of climate change5. Because protected areas serve",27
1758,,27
1759,,27
1760,238k,27
1761,"conservation and climate action objectives simultaneously, national governments                 Protected areas already help to mitigate greenhouse gas emissions and provide services",27
1762,should consider the role of protected and conserved areas in their NDCs to help to              that help vulnerable people adapt to climate change. Managing natural resources,27
1763,align technical and financial support for these areas within government legislation and         specifically for these purposes is increasingly seen as an important part of achieving,27
1764,PROTECTED AREAS          policies. climate change goals. Protected areas help buffer communities from extreme events,27
1765,"across the globe,                                                                                                     like cyclones and flooding. Many protected areas also sequester carbon in vegetation",27
1766,"and this number is     For the purposes of this study, “protected areas” include those areas that are actively         and soil, including so called “blue carbon”, the carbon stored in coastal and marine",27
1767,expected to increase1   managed to achieve clear biodiversity conservation (but not necessarily other) goals. protected ecosystems6. National governments should consider establishing new,27
1768,"Parties received credit for question 1 if one or more of the following terms appeared in        protected areas, or expanding those already in place, as the existing scope of protected",27
1769,"its NDC:                                                                                        areas is not enough to achieve these goals7. For ecosystems to adapt to climate change,",27
1770,land use needs to be carefully managed so plants and animals can relocate to newly,27
1771,•,27
1772,Protected area                             •,27
1773,"Indigenous areas (when used in the         climatically suitable areas, and those areas where the future climate will remain",27
1774,•,27
1775,Natural protected area                        context of conservation)                   suitable are protected8. This indicates a need for considerable expansion of protected,27
1776,•,27
1777,Protected area system                      •,27
1778,Indigenous lands (when used in the         area networks9. •,27
1779,Protected lands                               context of conservation),27
1780,•,27
1781,Protected zones                            •,27
1782,Nature reserve                             Parties received full credit for this question if they indicated a clear intent to establish,27
1783,•,27
1784,Protected natural spaces                   •,27
1785,Biosphere reserve                          new protected or other conserved areas or to expand the coverage of existing areas,27
1786,•,27
1787,Wildlife refuge                            •,27
1788,Área protegida (Spanish)                   to achieve climate change goals. They received partial credit if they indicated intent,27
1789,•,27
1790,Wildlife sanctuary                         •,27
1791,Reserva natural (Spanish)                  to increase coverage of natural areas but did not refer to protection or management,27
1792,•,27
1793,Protected forest                           •,27
1794,Refugio de vida silvestre (Spanish)        for conservation purposes explicitly. Examples of phrases that received partial,27
1795,•,27
1796,Forest reserve                             •,27
1797,"Parque nacional (Spanish)                  credit include “increase forest cover,” “plant trees,” “establish biological corridors,”",27
1798,•,27
1799,Conservation areas                         •,27
1800,"Aires protégées (French)                   “afforestation,” “reforestation or restoration of mangroves and forests” and “wetland or",27
1801,•,27
1802,Biodiversity conservation areas                                                          coral reef rehabilitation.”,27
1803,,27
1804,The following terms were not included in this analysis because of ambiguity about,27
1805,"whether these areas had been established, or were actively managed, for the purpose of          3. Does the NDC mention utilizing protected areas to help",27
1806,biodiversity conservation:,27
1807,people adapt to climate change (also known as ecosystem-,27
1808,•,27
1809,Managed forest                                                                           based adaptation or EbA)? •,27
1810,Protection forestry strip,27
1811,"Ecosystem-based adaptation or EbA, uses nature to help people adapt to the impacts",27
1812,•,27
1813,Forest managed areas,27
1814,of climate change. EbA often focuses on protecting or restoring ecosystems to,27
1815,•,27
1816,Native forest,27
1817,safeguard ecosystem provisioning and regulating services to reduce people’s climate,27
1818,Many NDCs use the verb “protect” or “protected” without using the phrase “protected             vulnerability. Examples of EbA include planting mangroves on vulnerable coastlines to,27
1819,"area.” WWF determined that for the purpose of this analysis, all forms of the verb              protect people from increased storm surges or restoring forests to prevent soil erosion",27
1820,from increasingly frequent rainfall events. As extreme weather events grow more,27
1821,8                                                                                                                                                                                                                   9,27
1822,METHODOLOGY,27
1823,,27
1824,,27
1825,"frequent, well managed protected areas are increasingly necessary to buffer vulnerable       5. Does the NDC indicate plans to use climate risk",27
1826,"populations from the impacts of droughts, floods, storms and other hazards6. information and climate adaptive measures to manage",27
1827,Parties that showed a clear intent to harness ecosystem services from protected              protected areas? and other conserved areas to help safeguard people and their livelihoods from the,27
1828,Protected areas established to conserve biodiversity in the face of anthropogenic threats,27
1829,"adverse impacts of climate change received full credit for this question, even if the",27
1830,are unlikely to serve as safe havens from projected climate impacts10. Protected areas,27
1831,term “ecosystem-based adaptation” was not used. Parties received partial credit if,27
1832,within biodiversity hotspots will likely experience the same climate impacts as non-,27
1833,"their NDCs referred to using nature, ecosystems, biodiversity, or ecosystem services",27
1834,"protected areas10, and therefore managers must plan for and manage these changes. to help people adapt to climate change but did not mention the role of protected areas",27
1835,"In some cases, this might mean fundamentally reexamining the intended purpose",27
1836,specifically. A number of countries used the term “ecosystem-based adaptation” in ways,27
1837,of a protected area and whether it will be able to continue to serve that role as the,27
1838,"that do not conform to the accepted definition of using nature to help people adapt,",10
1839,climate changes. How long can the area remain a suitable habitat for the species it was,7
1840,sometimes conflating the concept of EbA with improved conservation to help nature,27
1841,established to protect? What new species may colonize the area? Can the protected,7
1842,"itself. In these cases, Parties received no credit for this question. area serve a new purpose under a changing climate even if key species are lost? Many conserved places may need to manage for ecosystem functionality rather than",27
1843,ecosystem composition. Managing protected and other conserved areas for change,27
1844,4. Does the NDC mention utilizing protected areas to                                         and not just persistence will become increasingly urgent as the climate continues to,27
1845,"deliver carbon sequestration or avoided emissions                                            change—even if temperature stabilization goals are achieved. benefits? In spite of the need for continued ecosystem services, most countries do not yet",27
1846,It is estimated that protected areas account for about one fifth of all the carbon           take climate risks on biodiversity and ecosystems into consideration when it comes,27
1847,sequestered by terrestrial ecosystems each year7. Protected areas in North and South         to managing their existing protected areas or selecting and designing sites for new,27
1848,"America and Africa account for the highest percentage of protected area carbon stocks,       protected areas. If nations intend to rely on ecosystem services from protected and",27
1849,about 60% of the total6. Although different ecosystems store different amounts of            other natural areas to achieve climate change adaptation and mitigation goals—while,27
1850,"carbon, most protected areas serve as carbon reservoirs6. Tropical forests store the most",27
1851,"terrestrial carbon, followed by boreal forests. However, carbon sequestration in both of",27
1852,these ecosystems is at risk due to climate change. Drying in tropical forests such as the,27
1853,"Amazon, and increased fires and pests in boreal forests undermine their sequestration",27
1854,potential6. 1/5,27
1855,Protected areas,27
1856,"Inland wetlands, specifically peatlands, only cover about 3% of the earth’s land",27
1857,surface but are estimated to store as much carbon as all other terrestrial ecosystems,27
1858,combined. Protecting wetlands and peatlands is vital to ensure that these ecosystems,4
1859,"remain intact, as drainage or mismanagement would result in a massive increase in",27
1860,account for about,27
1861,"carbon emissions6. Salt marshes, mangroves and seagrass beds are also important",27
1862,one fifth of all the,27
1863,carbon sequestered by    carbon sinks6. Nations can combat degradation of ecosystems within protected areas,27
1864,terrestrial ecosystems   to capitalize on their carbon sequestration capacity. They can also expand existing,27
1865,each year7         protected areas or establish new ones for the same purpose. Parties received credit for this question if their NDCs mentioned protected or other,27
1866,conserved areas for the purpose of carbon sequestration or avoided emissions to help,27
1867,achieve their climate change mitigation targets. Parties received partial credit for,27
1868,referring to nature-based solutions to climate change mitigation without mentioning,27
1869,the role of protected areas specifically. NDCs received partial credit for terms including,27
1870,"“REDD+ (reducing emissions from deforestation and degradation)”, “mitigation-",27
1871,friendly forest management systems” and “agroforestry.”,27
1872,,27
1873,,27
1874,,27
1875,,27
1876,10                                                                                                                                                                                                           11,27
1877,METHODOLOGY,27
1878,,27
1879,,27
1880,conserving biodiversity and providing other important ecosystem services to their,27
1881,citizens and economies—conservationists and protected area managers must ensure,27
1882,that natural systems can adapt to safeguard functionality under a changing climate. RESULTS,27
1883,"WWF reviewed NDCs to learn which Parties, if any, intend to go beyond traditional",27
1884,conservation measures to manage protected and other conserved areas for known or,27
1885,"anticipated climate change risks. To receive full credit for this question, an NDC must                         1. Explicit mention of protected areas",27
1886,"have demonstrated clear intent to adapt, improve, or revise protected area management",27
1887,The 2015 Paris Agreement requires all Parties outline and communicate their post-,27
1888,"plans and strategies, to incorporate climate change, and manage risks on biodiversity",27
1889,2020 climate change actions. These Nationally Determined Contributions (NDCs),27
1890,and ecosystems. Climate adaptive measures for biodiversity include facilitating change,27
1891,represent each country’s commitment to reduce their greenhouse gas emissions and,27
1892,"within a protected area to ensure sustained functionality, establishing movement",27
1893,adapt to the adverse impacts of climate change. There were no instructions by the,27
1894,"corridors to help species migrate to protected areas with more favorable climates,",27
1895,"UNFCCC to include biodiversity, natural resource management, or the role of protected",27
1896,establishing new protected areas identified as climate refugia (places that will remain,27
1897,"areas in NDCs. Nonetheless, 67 countries (37%) explicitly mentioned protected areas or",27
1898,"climatically suitable for species), and using species resilient to increased climate",27
1899,other conserved areas. variability for ecosystem restoration within a conserved area. Although the majority of Parties did not specifically mention protected or other,27
1900,Parties received partial credit for this question if their NDCs displayed intent to manage,27
1901,"conserved areas in the NDCs, many did include terms synonymous with nature and",27
1902,"nature, ecosystems, or biodiversity for climate risks without mentioning protected",27
1903,"biodiversity. A recent analysis by WWF-UK11, examined the alignment between the",27
1904,or other conserved areas specifically. Countries that used ambiguous terms such as,27
1905,NDCs and the Aichi Biodiversity Targets and found that many countries are integrating,27
1906,"“building resilience” of protected areas, species or ecosystems, without explicitly",27
1907,biodiversity and climate change into their sustainable development planning and are,27
1908,"mentioning adapting conservation management, received no credit. Statements that did",27
1909,reporting this in their NDCs. not include specific actions to build resilience to known or anticipated climate change,27
1910,"impacts, were interpreted as traditional conservation strategies rather than forward                            There was significant regional variance among countries that explicitly mention protected",27
1911,looking “climate-smart” adaptation actions and therefore did not receive credit. areas in their NDC and those that do not. Nearly two-thirds (65%) of countries in Latin,27
1912,"America and the Caribbean referred to protected areas, while North America and",27
1913,the European Union did not. Belarus and Georgia were the only European nations,27
1914,to explicitly mention protected areas in their NDCs. Half of all submissions from Parties,27
1915,"in Africa and Asia mention protected areas (49% and 51% respectively), while only one",27
1916,in five (18%) countries from Oceania did so. There were also significant disparities,27
1917,EXPLICIT MENTION OF PROTECTED AREAS                                among countries when grouped,27
1918,"by economic development, with",27
1919,,27
1920,65                                                                developing countries citing protected,27
1921,areas much more frequently than more,27
1922,PERCENT,27
1923,51 49                                                 advanced economies. Protected and,27
1924,conserved areas were mentioned by,27
1925,PERCENTPERCENT                                         41% of Small Island Developing,27
1926,States (SIDs) and 60% of Least,27
1927,Developed Countries (LDCs). Of,27
1928,the 33 Organization for Economic,27
1929,,27
1930,18                                  Co-operation and Development,27
1931,(OECD) countries that submitted,27
1932,PERCENT,27
1933,2,27
1934,"NDCs by the end of 2018, only Mexico",27
1935,,27
1936,,27
1937,PERCENT,27
1938,0         referenced protected or other conserved,27
1939,areas. Parties that included protected,27
1940,PERCENT      areas or terms for other conserved,27
1941,Latin     Asia    Africa     Oceania     Europe      North       areas received full credit for this,27
1942,"America                                              America      question, indicated by a “●” in the",27
1943,and the,27
1944,country results table in Appendix 1. Caribbean,27
1945,,27
1946,12                                                                                                                                                                                                                  13,27
1947,RESULTS,27
1948,,27
1949,,27
1950,"2. Establishing new or expanding existing protected areas                                   afforestation and reforestation” and notes that “about 195,000 hectares of mangrove",27
1951,"plantations have been raised so far.” However, none of these countries mention",27
1952,"Of the countries that specifically mention protected areas, almost half demonstrated        protected areas explicitly and received only half credit for question 2, indicated by a “●”",27
1953,"plans to establish new or expand existing protected or other conserved areas, equaling      in the country results table in Appendix 1.",27
1954,nearly one in five (18%) of the all countries evaluated. Some countries included specific,27
1955,"time-bound and measurable targets. For example, Guyana indicated plans to conserve",27
1956,“an additional 2 million hectares of land through the country’s National Protected Area,27
1957,System.” Tonga stated plans “to double the number of Marine Protected Areas by,27
1958,3. Utilizing protected areas to help people adapt to climate,27
1959,2030.”                                                                                      change (ecosystem-based adaptation),27
1960,,27
1961,Other NDCs cite more general ambitions. Mauritius vows to “improve the                      Very few NDCs included explicit plans to use current or future protected areas to,27
1962,"management of marine and terrestrial protected areas and expand protected area              help people adapt to climate change. Only eight countries—Antigua and Barbuda,",27
1963,"networks” but does not include details about the scope of the expansion or the expected     Belize, Guinea Bissau, Jordan, Kuwait, Mongolia, Saudi Arabia, and St.",27
1964,time frame. Countries that explicitly mentioned establishing new or expanding existing      Vincent and the Grenadines—stated or implied that ecosystem services provided,27
1965,"protected or other conserved areas in their NDCs received full credit for this question,    by protected areas could reduce the vulnerability of people to climate change impacts",27
1966,indicated by a “●” in the country results table in Appendix 1. (4%). Guinea Bissau states that “with an increase in…protected areas from 15% to,27
1967,COUNTRIES WITH                                                                                                           26%…coastal protection against the rising sea level and other types of erosion [will,27
1968,REFERENCES TO                One in five countries stated commitments to increase natural areas—such as increasing       be enhanced].” Belize declares that “protecting and restoring mangrove forests…[is],27
1969,PROTECTED AREAS              forest cover or planting mangroves—but did not specify whether these areas would            expected to protect the coastline against storm surges and erosion; which are increasing,27
1970,IN NDCS,27
1971,"be protected or managed for conservation purposes. For example, Liberia plans               in frequency as a result of climate change.” These countries received full credit for",27
1972,"NDC includes            to “increase the amount of forested land through reforestation of degraded lands.”          question 3, indicated by a “●” in the table of country results in Appendix 1.",27
1973,specific reference to   Thailand states it intends to “increase national forest cover to 40% through local,27
1974,protected areas or                                                                                                  Twenty-nine countries (16%) use language that implies ecosystem-based adaptation,27
1975,community participation.” Bangladesh has committed to “provide support to scale up,27
1976,equivalent term,27
1977,"but not in the context of protected areas. Some countries use the phrase EbA explicitly,",27
1978,"NDC does not                                                                                                        while others describe ways in which they will use nature to help people adapt, without",27
1979,reference protected,27
1980,characterizing these measures as EbA. areas or equivalent,27
1981,term,27
1982,"Twenty-nine percent of Latin America and Caribbean countries, 19% of Asian",27
1983,"Not included in this                                                                                                countries, 18% of Oceania countries and 14% of African countries reference EbA but",27
1984,analysis,27
1985,"stop short of referring to protected areas specifically. For example, Morocco “commits",27
1986,"to restoring ecosystems and strengthening their resilience, to combat soil erosion and",27
1987,prevent flooding.” Grenada is “undertaking several community ecosystem-based,27
1988,"adaptation actions including coral restoration, mangrove rehabilitation.” Timor-",27
1989,Leste plans to “maintain mangrove plantations and promote awareness-raising to,27
1990,protect coastal ecosystems from impacts of sea level rise.” The Marshall Islands are,27
1991,undertaking “efforts such as mangrove and agriculture rehabilitation programs likely to,27
1992,enhance carbon sinks as well as assist with protection of water resources and the health,27
1993,"of the RMI people.” These countries received half-credit for this question, indicated by",27
1994,a “●” in the country results of Appendix 1. Countries of Europe and North America,27
1995,"make no reference to EbA in any context. As with other questions in this review, countries may have under-reported their",27
1996,ecosystem-based adaptation activities. Many nations have already received significant,27
1997,"funds for EbA and so have an opportunity to report on their efforts in revised NDCs. For example, in 2016, the Green Climate Fund approved a $20.5 million grant for",27
1998,the Gambia’s “Large-scale Ecosystem-based Adaptation in the Gambia River Basin:,27
1999,"developing a climate resilient, natural resource-based economy.”12 Now that it has",27
2000,"secured financing for EbA, the Gambia can inspire other nations by including this work",20
2001,in a revised NDC. 14                                                                                                                                                                                                                15,27
2002,BY THE NUMBERS                                                                          4. Mitigation benefits from carbon sequestration and,27
2003,avoided emissions,27
2004,Twenty countries (12%) explicitly refer to the mitigation benefits that protected,27
2005,"areas provide through carbon sequestration and received full credit for this question,",27
2006,indicated by a “●” in the table of country results in Appendix 1. Latin America,27
2007,Of 179 countries                                                                      and Caribbean countries stand out for their efforts to utilize protected areas to,27
2008,"represented in this                                                                    help achieve climate change mitigation targets, with more than a quarter (29%) of",27
2009,analysis:                                                                         countries in the region intending to do so. In contrast only 14% of African countries,27
2010,"refer to protected areas for carbon sequestration, while few countries in Europe (2%),",27
2011,Oceania (6%) and Asia (8%) do. Neither Canada nor the United States includes,27
2012,protected areas in climate change mitigation plans. 18%                            20%                         29,27
2013,Antigua and Barbuda,27
2014,,27
2015,,27
2016,37%,27
2017,demonstrates a strong commitment,27
2018,"include plans to increase                                                                               by pledging that “by 2030, all",27
2019,"explicitly mention adding new    forest cover, plant trees, or",27
2020,PERCENT       MITIGATION BENEFITS FROM                                  remaining wetlands and watershed,27
2021,mention protected areas or,27
2022,protected areas or expanding    expand natural areas but do                     CARBON SEQUESTRATION                                      areas with carbon sequestration,27
2023,related terms explicitly,27
2024,current protected areas      not go as far as designating                                                                              potential are protected as carbon,27
2025,new protected areas                                                                                   sinks.” This is the only NDC that,27
2026,plans to specifically designate new,27
2027,,27
2028,,27
2029,14,27
2030,conserved areas for climate change,27
2031,mitigation. (According to the CIA,27
2032,"World Factbook, as of 2016, 22% of",27
2033,PERCENT,27
2034,,27
2035,4%                                16%                            12%                                               8,27
2036,Antigua and Barbuda’s 443 square,27
2037,kilometers were forested13),27
2038,,27
2039,have plans to utilize protected      plan to use nature to help,27
2040,specifically mention the                            PERCENT       6                                    Some countries recognize the dual,27
2041,PERCENT,27
2042,2,27
2043,mitigation benefits that                                                                               conservation and climate benefits,27
2044,areas to help people adapt          people adapt to climate,27
2045,,27
2046,0,27
2047,"protected areas can provide,                                                                              that new protected areas can provide. to climate change, known as          change (EbA), but don’t",27
2048,ecosystem-based adaptation          specifically mention using,27
2049,in the form of carbon                                                      PERCENT                    Mongolia states that “increasing,27
2050,(EbA)                        protected areas,27
2051,sequestration or avoided                                                                  PERCENT       protected areas up to 25-30% of the,27
2052,emissions                                                                                       total territory will help maintain,27
2053,Latin     Africa      Asia      Oceania      Europe      North,27
2054,America                                                  America        natural ecosystems and preserve,27
2055,and the                                                                 water resources with…synergy effects,27
2056,Caribbean                                                                for emission reduction.”,27
2057,,27
2058,,27
2059,,27
2060,37%                                 6%                             11%                                                                                               Other countries plan to increase the,27
2061,carbon sequestration capacity of their protected areas through REDD+ projects or other,27
2062,restoration efforts. Nepal plans to “pilot a sub-national project on REDD+ to reduce,27
2063,intend to use climate risk,27
2064,mention carbon sequestration                                                                                              about 14 million tons of CO2(eq) by 2020 by addressing the drivers of deforestation,27
2065,intend to use climate risk     information to inform the,27
2066,benefits from nature or                                                                                                and forest degradation…in all types of forests and protected areas.” Panama will,27
2067,information to inform         management of natural,27
2068,"natural areas, but not in the                                                                                            increase the carbon storage capacity of protected areas by 10% through reforestation",27
2069,"protected area management      systems, but do not specify",27
2070,context of protected areas                                                                                              and restoration. protected areas,27
2071,Some 37% of countries mention mitigation benefits from natural areas (mangroves,27
2072,"and seagrass in Kiribati, forests in India, wetlands in China, for example) but do",27
2073,not explicitly mention the carbon sequestration benefits from protected areas. These,27
2074,"countries received partial credit for question 4, indicated by a “●” in the table of country",27
