,Source,Content
9737,UNEP-2015-8.txt," Singapore adopts the same approach, but for all GHG emissions, giving an emission intensity of GDP"
9738,UNEP-2015-8.txt," A further four countries (Chile, India, Tunisia and Uruguay) indicate reductions in emission intensity of GDP as the main form of their mitigation INDC"
9739,UNEP-2015-8.txt,"
Fixed level target: Seven countries put forward a fixed level target; that is, they specify the MtCO2e that they intend not to exceed in a given year (Armenia, Bhutan, Costa Rica, Eritrea, Ethiopia, Israel and Sierra Leone)"
9740,UNEP-2015-8.txt," Kenya's INDC, though framed as percentage emission reduction relative to a baseline projection, adds the Mt in the same sentence; the calculation of absolute emissions in 2030 is simple multiplication"
9741,UNEP-2015-8.txt,"
Actions and non-GHG metrics only: Six countries (Gambia, Guinea Bissau, Malawi, Myanmar, Rwanda and Swaziland) include only actions and another four countries only non-GHG metrics (Cape Verde, Papua New Guinea, Samoa and Vanuatu)"
9742,UNEP-2015-8.txt,"
Additional non-GHG metrics: Some INDCs include additional non-GHG metrics, for example, in the form of a target for non-fossil-fuel primary energy share, in the case of China, and a reduction from baseline projections of Short Lived Climate Pollutants, in the case of Mexico"
9743,UNEP-2015-8.txt,"


Renewable energy (RE) target: 42 INDCs include quantified renewable energy (RE) targets as a form of non-GHG metric or actions consistent with their GHG target, in addition to other forms"
9744,UNEP-2015-8.txt," For example, Brazil targets 45 per cent of renewables in its energy mix by 2030, including expanding the use of renewable energy sources other than hydropower to between 28-33 per cent and increasing the share of renewables (other than hydropower) in the power supply to at least 23 per cent"
9745,UNEP-2015-8.txt," Furthermore, eight INDCs (Cape Verde, Gabon, Indonesia, Jordan, Lebanon, Papua New Guinea, Samoa and Vanuatu) made RE targets part of their headline mitigation contribution"
9746,UNEP-2015-8.txt," As an example, Gabon's RE target is expressed as 80 per cent of electricity supply from hydropower by 2025, and as a summary component of its mitigation INDC in addition to an emission reduction target, while Samoa's contribution is a ""["
9747,UNEP-2015-8.txt,"] 100% renewable energy target for electricity generation through to the year 2025"""
9748,UNEP-2015-8.txt,"
From the above review, it is evident that, in the absence of agreed forms of mitigation contribution and the units in which those might be expressed, countries have selected a wide variety of forms"
9749,UNEP-2015-8.txt, Over 50 per cent of the mitigation INDCs have taken the form of emission reduction relative to a baseline projection
9750,UNEP-2015-8.txt," Within single forms, different units have been chosen; forms are not mutually exclusive; and several countries have chosen more than one form of mitigation contribution"
9751,UNEP-2015-8.txt, This has increased the analytical challenge of comparing INDC elements and ensuring consistency when aggregating the different contributions
9752,UNEP-2015-8.txt,"2 Treatment of Agriculture, Forestry and Other Land Use
The vast majority of INDCs includes the land-use sector or a component of it"
9753,UNEP-2015-8.txt," Only a few countries (including Albania, Andorra, Djibouti, Georgia, Marshall Islands, Republic of Macedonia and Trinidad and Tobago) explicitly exclude it"
9754,UNEP-2015-8.txt," Some countries (for example, Republic of Korea) indicate that a decision on whether to include LULUCF will be made later"
9755,UNEP-2015-8.txt," Few countries explicitly include a separate forest goal (for example, Benin, China and India)"
9756,UNEP-2015-8.txt,"
Most Parties referring to LULUCF include it (or at least the forest component of it) as any other sector within the INDC"
9757,UNEP-2015-8.txt, In some cases it is not clear if LULUCF is included in the base year
9758,UNEP-2015-8.txt," Among those Parties referring to LULUCF accounting rules (most developed or Annex I country Parties), in several cases there is some uncertainty on which rule will be applied"
9759,UNEP-2015-8.txt," Canada, United States and Australia intend to use a net-net approach4"
9760,UNEP-2015-8.txt, Japan and Switzerland declare the use of an equivalent methodology to those under the Kyoto Protocol
9761,UNEP-2015-8.txt, New Zealand will confirm details of the accounting approach prior to or upon ratification of the Paris agreement
9762,UNEP-2015-8.txt," The EU indicates that policy on how to include LULUCF will be established as soon as technical conditions
allow"
9763,UNEP-2015-8.txt," In addition, Switzerland, Australia, New Zealand, United States and Canada declared also that emissions from natural disturbances may or will be excluded, consistent with available IPCC guidance"
9764,UNEP-2015-8.txt,"
Almost all developing countries have mitigation actions both in agriculture and LULUCF"
9765,UNEP-2015-8.txt," In many cases, LULUCF represents the most relevant current source of emissions and the main area for future mitigation"
9766,UNEP-2015-8.txt," Often REDD+ is mentioned, but sometimes the relationship between INDC and REDD+ is not fully clear"
9767,UNEP-2015-8.txt,"
Several developing countries include specific LULUCF information within the unconditional and the conditional targets (for example the expected LULUCF mitigation and the related cost of implementation)"
9768,UNEP-2015-8.txt,"
In terms of methodology for estimating GHG emissions and removals, the IPCC 2006 Guidelines are mentioned as the primary guidance by most countries (including all developed country Parties)"
9769,UNEP-2015-8.txt," The 2003 Good Practice Guidance for LULUCF is mentioned by few countries (for example, Kenya, Madagascar, Peru, Jordan and Benin)"
9770,UNEP-2015-8.txt," Some countries also refer to the 1996 IPCC guidelines (for example, Argentina, Democratic Republic of Congo, Macedonia and Republic of Korea)"
9771,UNEP-2015-8.txt,"3 Adaptation components in INDCs and undertakings in adaptation planning
The Lima decision invited all Parties to consider including an adaptation component in their INDCs or to consider communicating their undertakings in adaptation planning"
9772,UNEP-2015-8.txt, Components on adaptation have been included in just over 85 per cent of INDCs submitted by 1 October (102/119)
9773,UNEP-2015-8.txt," Of these, three (Australia, Israel and Monaco) indicate in their INDCs that they are working to build their adaptation strategies during 2015, while Brazil´s INDC states that it is ""["
9774,UNEP-2015-8.txt,"] working on the design of new public policies, through its National Adaptation Plan (NAP), in its final elaboration phase"", and Macedonia's INDC states that ""["
9775,UNEP-2015-8.txt,"] climate change adaptation shall be the subject of more detailed analysis in the future"" (UNFCCC, 2015a)"
9776,UNEP-2015-8.txt,"
Four undertakings in adaptation planning were submitted or referred to in the INDCs submitted to the UNFCCC"
9777,UNEP-2015-8.txt, Undertakings in adaptation planning were submitted by both the EU and the USA
9778,UNEP-2015-8.txt," These are available on the UNFCCC website (UNFCCC, 2015b) as distinct from the INDC portal (UNFCCC, 2015a)"
9779,UNEP-2015-8.txt," Furthermore, New Zealand and Norway refer in their INDCs (UNFCCC, 2015a) to undertakings in adaptation planning by referring to chapters in their national communications"
9780,UNEP-2015-8.txt,"4 Specifying support required or offered
Several countries have stated requirements for support for their INDCs in the form of finance, technology transfer, and investment in capacity building, and through international support or the use of international market mechanisms or both"
9781,UNEP-2015-8.txt,"
Conditional versus unconditional INDCs: 42 INDCs have both unconditional and conditional components to their GHG emission reduction targets while 39 include only conditional contributions"
9782,UNEP-2015-8.txt, 37 INDCs do not make a clear distinction between conditional and unconditional provisions in their INDCs
9783,UNEP-2015-8.txt,"


Use of international market mechanisms: 22 INDCs indicate they will mainly achieve their emission reductions domestically, although only seven of these specifically state international market mechanisms will not be used"
9784,UNEP-2015-8.txt," An explicit intention to use these mechanisms is stated by 11 countries, while 20 INDCs express support for their use and a further 23 are considering their potential use"
9785,UNEP-2015-8.txt, Norway and Iceland indicate in their INDCs that they will likely continue their participation in the EU Emissions Trading System (ETS)
9786,UNEP-2015-8.txt," Liechtenstein's INDC indicates ""["
9787,UNEP-2015-8.txt,"] supplemental emission reductions abroad"", while Albania, Chad, Ethiopia, Montenegro and Rwanda intend to ""["
9788,UNEP-2015-8.txt,"] sell carbon credits"""
9789,UNEP-2015-8.txt," In formulating their mitigation INDCs, four countries (Ghana, Guyana, Japan and New Zealand) have assumed that international mechanisms will be used"
9790,UNEP-2015-8.txt,"
Requests for international support, including finance: 91 countries have indicated requirements for international support, with 71 INDCs quantifying these requirements in monetary terms"
9791,UNEP-2015-8.txt," Examples include India's INDC, which notes that ""["
9792,UNEP-2015-8.txt,] a preliminary estimate suggests that at least US$2
9793,UNEP-2015-8.txt,5 trillion will be required [
9794,UNEP-2015-8.txt,"]"" as a total cost, for its intended contributions, and Morocco's INDC, which communicates that meeting its target will require US$45 billion of investment, of which US$35 billion is conditional on international support (UNFCCC, 2015a)"
9795,UNEP-2015-8.txt," Ethiopia notes that ""["
9796,UNEP-2015-8.txt,"] full implementation of Ethiopia's INDC requires support in the form of finance, capacity building and technology transfer"", and estimates that implementing its Green Economy Strategy requires expenditure which exceeds US$150 billion (UNFCCC, 2015a)"
9797,UNEP-2015-8.txt," Another example comes from Kenya's INDC, which states that ""Kenya will require support in form of finance, investment, technology development, and capacity building"", estimating that ""["
9798,UNEP-2015-8.txt,"] over US$40 billion is required for mitigation and adaptation actions across sectors up to 2030"""
9799,UNEP-2015-8.txt," For further detail on these examples, see UNFCCC (2015a)"
9800,UNEP-2015-8.txt,"
Offers of international support (including finance): No Annex II country has specified finance, technology or capacity-building support that might be offered or provided in the future"
9801,UNEP-2015-8.txt," China has offered support for other developing countries, ""["
9802,UNEP-2015-8.txt,"] including the small island developing countries, the least developed countries and African countries"", and plans to establish the ""Fund for SouthSouth Cooperation on Climate Change"""
9803,UNEP-2015-8.txt," Finally, the Republic of Belarus stated that it has supported, and will support, developing nations, mainly in the area of awareness-raising, education, capacity building, and in the area of research and development relating to climate change issues"
9804,UNEP-2015-8.txt," For further detail on these examples, see UNFCCC (2015a)"
9805,UNEP-2015-8.txt,"5 How countries address equity, ambition and Article 2 of the Convention
The Lima decision invited information on fairness and ambition, and how the INDC contributes towards achieving the objective of the Convention as set out in its Article 2 (UNFCCC, 1992)"
9806,UNEP-2015-8.txt,"
In relation to the objective of the Convention, 52 of the INDCs make reference to Article 2 (verbatim or indirectly),

while 62 INDCs refer to the 2°C goal; 36 INDCs make no reference to either Article 2 or 2°C"
9807,UNEP-2015-8.txt,"
Most INDCs have addressed equity (or fairness) and ambition in some way"
9808,UNEP-2015-8.txt," However, 80 INDCs do not offer specific metrics to support their claims to relative fairness in relation to their INDCs, instead providing only general statements or reference to principles"
9809,UNEP-2015-8.txt, A further 31 INDCs draw on analyses conducted by modelling teams or experts from within the country
9810,UNEP-2015-8.txt," Only eight INDCs ­ Andorra, Brazil, Macedonia, Monaco, Norway, Republic of Moldova, South Africa and Switzerland ­ refer to external, independent analyses"
9811,UNEP-2015-8.txt,"
On equity, a range of arguments and indicators is referred to in the INDCs"
9812,UNEP-2015-8.txt," The most common indicator chosen is per capita emission levels, described in 57 INDCs"
9813,UNEP-2015-8.txt," Specifically, 68 INDCs refer to their countries representing a small share of global emissions"
9814,UNEP-2015-8.txt," Additionally nine INDCs (Andorra, Armenia, Bangladesh, EU, Japan, Jordan, Monaco, Norway and Switzerland) reference ranges in IPCC reports for consistency with 2°C"
9815,UNEP-2015-8.txt,"
Further details are available in Annex B of this report (available online), presenting a summary of key characteristics of all INDCs submitted by 1 October 2015 in table form"
9816,UNEP-2015-8.txt,"3 Methodology for quantifying the effect of INDCs on global GHG emissions
3"
9817,UNEP-2015-8.txt,"1 Overview of scenarios
To assess the impact of the INDCs on future global GHG emissions, global GHG emissions in 2025 and 2030 are compared under four scenarios"
9818,UNEP-2015-8.txt, Each scenario is composite
9819,UNEP-2015-8.txt, It draws on multiple individual scenarios from the published literature in line with the characteristics described below
9820,UNEP-2015-8.txt,"
· The baseline scenario assumes that no additional climate policies have been put in place since 2010 (see also Chapter 2)"
9821,UNEP-2015-8.txt, It is sourced from the scenario database that accompanied the Fifth Assessment Report (AR5) of the Intergovernmental Panel on Climate Change (IPCC) (Clarke et al
9822,UNEP-2015-8.txt,", 2014)"
9823,UNEP-2015-8.txt,"
· The current policy trajectory scenario takes into account currently adopted and implemented policies"
9824,UNEP-2015-8.txt," It is based on (i) the current policies scenarios from three5 out of the eight global INDC analyses6 that provide such current policy trajectory scenarios, (ii) official country-specific data sources, and (iii) independent country-specific data sources, as detailed in Table 3"
9825,UNEP-2015-8.txt,"
· The INDC scenario portrays how global GHG emissions might evolve with full implementation of INDCs"
9826,UNEP-2015-8.txt," It is sourced from (i) the official estimates included in the INDCs (UNFCCC, 2015a), (ii) calculations based on the INDCs and on other documents submitted by countries to the UNFCCC (such as national GHG inventories, national communications, biennial reports, and biennial update reports), (iii) estimates published in country-specific studies, and (iv) eight global analyses, described further below"
9827,UNEP-2015-8.txt,"

· The 2°C scenario represents an idealized global scenario consistent with limiting warming to below 2°C, keeping the option open to strengthen the global temperature target to 1"
9828,UNEP-2015-8.txt," It comprises the subset of scenarios from the IPCC AR5 scenario database that (i) have a greater than 66 per cent chance of keeping global temperature increase to below 2°C in 2100 compared pre-industrial levels, (ii) are consistent with full implementation of 2020 pledges that are anchored in the Cancun Agreements, and

Table 3"
9829,UNEP-2015-8.txt,"1: Overview of INDC studies included in the assessment by type of source (in alphabetical order)
(iii) distribute emission reductions across regions, gases and sectors after 2020 in such a way that that global mitigation costs of necessary reductions are minimized"
9830,UNEP-2015-8.txt,"2 Methodology for current policy trajectory and INDC scenarios
While the baseline and 2OC scenarios are drawn entirely from the IPCC AR5 database and have not been adjusted, the data sources and methodologies for the current policy trajectory and INDC scenarios are more complex, as indicated above and in Table 3"
9831,UNEP-2015-8.txt, The methodology in the assessment of these scenarios is therefore described in more detail in the following
9832,UNEP-2015-8.txt,"
As mentioned, the current policy trajectory scenario draws from the current policy scenarios of three of the eight global analyses, in addition to current policy scenarios from official and independent country-specific sources"
9833,UNEP-2015-8.txt," Where no data are available from official or independent country-specific sources, the assessment uses the median current policy scenario estimate from the three global studies"
9834,UNEP-2015-8.txt,"
Current policy trajectory scenarios assume that no additional mitigation action is taken beyond current policies ­ even if it results in 2020 pledges not being achieved or being overachieved"
9835,UNEP-2015-8.txt," Current policy trajectories reflect all adopted and implemented policies, which for the purpose of this report are defined as legislative decisions, executive orders, or their equivalent"
9836,UNEP-2015-8.txt," This implies that publicly announced plans or strategies alone would not qualify, while individual executive orders to implement such plans or strategies would qualify"
9837,UNEP-2015-8.txt," Ultimately, however, these definitions may be interpreted differently in the different underlying studies"
9838,UNEP-2015-8.txt, This assessment is bound by the definitions that the individual research groups use
9839,UNEP-2015-8.txt,"
The INDC scenario draws on individual INDC scenarios from the same eight global analyses"
9840,UNEP-2015-8.txt," It furthermore draws on official and independent country-specific sources, as indicated in Table 3"
9841,UNEP-2015-8.txt, These are converted to two global estimates in the same manner as for the current policy trajectory scenario
9842,UNEP-2015-8.txt," Finally, it considers five additional scenarios that are created by combining emission growth rates of the non-INDC countries from five modelling groups (Tavoni et al"
9843,UNEP-2015-8.txt,", 2015)7 with the median emission values for INDC-countries taken from the INDC scenarios of the eight global INDC analyses, and the two additional analyses based on the aggregated official and independent country-specific data sources8"
9844,UNEP-2015-8.txt," The resulting composite INDC scenario comprises the median, 10th percentile, and 90th percentile global estimates for 2025 and 2030 from all of these sources"
9845,UNEP-2015-8.txt,"3 Unconditional and conditional INDC cases
As discussed in section 3"
9846,UNEP-2015-8.txt,"2, some countries place conditions on all or part of their INDCs"
9847,UNEP-2015-8.txt," Consequently, two cases are explored in this assessment: unconditional INDCs and conditional INDCs"
9848,UNEP-2015-8.txt," In the unconditional INDC case, Parties with INDCs are assumed to implement targets without conditions only"
9849,UNEP-2015-8.txt," Parties that solely have a conditional target, or have not submitted an INDC, are assumed to follow a current policy trajectory"
9850,UNEP-2015-8.txt, In the conditional INDC case all Parties with INDCs are assumed to implement their conditional targets
9851,UNEP-2015-8.txt," Parties that only have an unconditional target are assumed to implement that target, and Parties with no INDCs are assumed to follow a current policy trajectory, or if that is not available, a baseline scenario"
9852,UNEP-2015-8.txt," In both the unconditional and the conditional INDC cases, it is assumed that for any traded international offsets, each unit is counted towards the INDC of a single country only ­ either the buyer or the seller"
9853,UNEP-2015-8.txt,"
The studies from which the current policy trajectory scenario and the INDC scenario are drawn differ in a number of respects, such as: conditional versus unconditional INDCs; assumptions regarding non-covered sectors and gases; treatment of LULUCF and surplus emission units; and different bases for calculating Global Warming Potentials (GWPs)"
9854,UNEP-2015-8.txt,"
The methodological differences between the groups cannot be fully harmonized, which leads to some uncertainty as indicated in the results presented in Section 3"
9855,UNEP-2015-8.txt,"4, where the implications of the differences between studies are also further explored"
9856,UNEP-2015-8.txt,"4 The effect of INDCs on global GHG emissions
This section presents the findings regarding the aggregate effect on global total GHG emissions of full implementation of the INDCs in 2025 and 2030, compared to the emissions implied by baseline, current policy trajectory and 2°C scenarios"
9857,UNEP-2015-8.txt, The results are shown in Figure 3
9858,UNEP-2015-8.txt,"2, with details on medians and ranges provided in Table 3"
9859,UNEP-2015-8.txt, It should be noted that the baseline emission projection is about 2
9860,UNEP-2015-8.txt,"5 GtCO2e lower in 2030 compared to the projection in last year's Emissions Gap Report (UNEP, 2014)"
9861,UNEP-2015-8.txt, The reason is that this year baseline emission projections are not harmonized to the global GHG emissions of 49
9862,UNEP-2015-8.txt,5 GtCO2e in 2010
9863,UNEP-2015-8.txt,"
Taken together, Figure 3"
9864,UNEP-2015-8.txt,2 and Table 3
9865,UNEP-2015-8.txt,"2 show that full implementation of the unconditional INDCs will reduce global GHG emissions in 2025 by 7 GtCO2e (range: 3-8) relative to the baseline, and by 3 GtCO2e (range: 0-4) relative to the current policy trajectory"
9866,UNEP-2015-8.txt, This leaves a gap in 2025 of 7 GtCO2e (range: 5-10) between the unconditional INDC scenario and the 2 oC scenario
9867,UNEP-2015-8.txt,"
In 2030, the reduction from the unconditional INDCs is 9 GtCO2e (range: 6-11) relative to the baseline and 4 GtCO2e

(range: 1-6) relative to the current policy scenario, leaving a gap of 14 GtCO2e (range: 12-17) between the INDC scenario and the 2oC scenario (See Figure 3"
9868,UNEP-2015-8.txt,2 and Table 3
9869,UNEP-2015-8.txt,2) 9
9870,UNEP-2015-8.txt,"
In comparison, if countries were to also fully implement the conditional INDCs, global GHG emissions in 2025 would be reduced by 8 GtCO2e (range: 5-9) relative to the baseline, and by 4 GtCO2e (range: 1-5) relative to the current policy trajectory"
9871,UNEP-2015-8.txt, This leaves a gap in 2025 of 5 GtCO2e (range: 4-8) between the combined implementation of unconditional and conditional INDCs and the 20C scenario
9872,UNEP-2015-8.txt,"
In 2030, the emission reduction from the combined implementation of unconditional and conditional INDCs is 11 GtCO2e (range: 8-13) relative to the baseline, and 6 GtCO2e (range: 3-8) relative to the current policy scenario, leaving a gap of 12 GtCO2e (range: 10-15) between the INDC scenario and the 2oC scenario in 2030"
9873,UNEP-2015-8.txt,"1 Temperature implications of the emission levels resulting from the INDCs
The temperature implications of the emission levels implied by the INDCs are illustrated in Figure 3"
9874,UNEP-2015-8.txt,"3, which compares the emission levels estimated for the unconditional and conditional INDCs with emission pathways over the 21st century11,12"
9875,UNEP-2015-8.txt,"

Excluding the potential impact of surplus emission units (for countries where achieving the INDC generates higher emissions than their current policy trajectory), would further reduce this gap by 0"
9876,UNEP-2015-8.txt,"5 GtCO2e (range: 0-1) by 2030, to a final level of 12 GtCO2e (range: 9-15)"
9877,UNEP-2015-8.txt,"
If countries that have not yet submitted an INDC were to reduce their emissions by the same average percentage below current trajectories as those that have already
submitted their INDCs (as of 1 October 2015), the gap for the full implementation of both unconditional and conditional INDCs could be narrowed by an additional 0"
9878,UNEP-2015-8.txt,"5 GtCO2e in 2025 and 1 GtCO2e in 2030, to 11 GtCO2e10"
9879,UNEP-2015-8.txt,"

Scenarios are grouped based on the level of warming they avoid during the 21st century with at least 66% chance, and show median (black line), 15-85th percentile range (dark coloured boxes), and the minimum maximum range (ligher shaded boxes)"
9880,UNEP-2015-8.txt, The 10-90th percentile range for the INDC cases is shown
9881,UNEP-2015-8.txt,"

The Figure illustrates that compared to the levels of 4°C and above that would be expected under baseline projections (see also Chapter 2) current policies and full implementation of the INDCs would reduce the long-term temperature projections"
9882,UNEP-2015-8.txt," More specifically, Figure 3"
9883,UNEP-2015-8.txt,3 illustrates that full implementation of unconditional INDC results in estimated 2030 emission levels that are most consistent with scenarios that limit global average temperature increase to below 3
9884,UNEP-2015-8.txt,5°C by the end of the century 2100 with >66 per cent chance
9885,UNEP-2015-8.txt,"
Figure 3"
9886,UNEP-2015-8.txt,3 furthermore illustrates that a move from implementation of the unconditional to combined implementation of both conditional and unconditional INDCs would have an effect on long-term temperature projections
9887,UNEP-2015-8.txt," Combined implementation of unconditional and conditional INDCs, results in projections becoming more

consistent with long-term scenarios that limit global average temperature increase to below 3°C by the end of the century with a greater than 66 per cent chance13"
9888,UNEP-2015-8.txt,"
There is significant overlap between the ranges of the unconditional and conditional INDC emission levels, as well as between the scenario bins"
9889,UNEP-2015-8.txt," Taking uncertainty ranges into account, the 3"
9890,UNEP-2015-8.txt,5°C value for implementation of unconditional INDCs could decrease to 3°C or increase towards 4°C for the low and high unconditional INDC estimates respectively
9891,UNEP-2015-8.txt," When including the full implementation also of conditional INDCs, the emission level estimates taking uncertainty ranges
into account become most consistent with long-term scenarios that limit global average temperature increase to below 3-3"
9892,UNEP-2015-8.txt,5°C by the end of the century with >66 per cent chance
9893,UNEP-2015-8.txt,"

current policy trajectories (2020, 2025, and 2030), Cancun pledges (2020), and unconditional and conditional INDCs (2025 and 2030) by the different studies considered"
9894,UNEP-2015-8.txt,"2 Overview of differences between studies and their implications
A number of methodological factors can contribute to differences in findings between studies"
9895,UNEP-2015-8.txt," To illustrate the range of estimates from the studies considered for this assessment, Figure 3"
9896,UNEP-2015-8.txt,"4 provides an overview of historical emissions (2010),

The figure illustrates that differences can be significant"
9897,UNEP-2015-8.txt," However, it is noteworthy that, amongst all the global modelling and country-specific scenarios, there is unanimity that full INDC implementation would indeed reduce global emission levels in 2025 and 2030 relative to the current policy trajectory"
9898,UNEP-2015-8.txt,"

Median 2020 pledges 10th and 90th

Notes: Uncertainty ranges for baseline and 2°C scenarios are the 20th and 80th percentile of the full scenario dataset, the uncertainty range for current policy trajectories is assumed to be the same as for the baseline, the uncertainty ranges of the INDC scenario is 10th to 90th percentile of the data points"
9899,UNEP-2015-8.txt,"
Subsequent to the finalization of this gap assessment, the IEA has updated their unconditional INDC emission estimate for 2030 to 52 GtCO2e"
9900,UNEP-2015-8.txt, This is approximately 2 GtCO2e lower than the estimate shown in the figure and based on IEA (2015)
9901,UNEP-2015-8.txt,"

22 The Emissions Gap Report 2015 ­ The emissions gap in 2025 and 2030

The main factors that contribute to the discrepancies and consequently the approximate ranges in the 2030 emission estimates are described below"
9902,UNEP-2015-8.txt," Where possible, the uncertainty that each discrepancy implies for 2030 global emissions, is also indicated"
9903,UNEP-2015-8.txt,"
· Non-covered sectors and countries: There is often a significant range in the emission estimates for sectors not included under INDC pledges, such as emissions from international aviation and maritime transport (bunkers) and for countries which have not submitted an INDC"
9904,UNEP-2015-8.txt," For example, the uncertainty range across the model groups for the emission projections from international bunker emissions are 1"
9905,UNEP-2015-8.txt,7 GtCO2e (range: 1
9906,UNEP-2015-8.txt,"1), which is consistent with the uncertainty ranges of the projections from international shipping and aviation organisations (ICAO, 2013; IMO, 2014)"
9907,UNEP-2015-8.txt," The results from different studies will vary, since some have explored the impact of mitigation policies of only a subset of countries"
9908,UNEP-2015-8.txt,"
· Uncertainties surrounding the emission projections of the countries with INDCs: Modelling groups have used different assumptions regarding the implementation of INDCs"
9909,UNEP-2015-8.txt," Many INDCs put forward absolute GHG emission goals, which can be represented easily"
9910,UNEP-2015-8.txt, There are also many INDCs that referenced a business-as-usual emission projection
9911,UNEP-2015-8.txt," However, for most INDCs an estimate of target-year or target-period emissions is given"
9912,UNEP-2015-8.txt, The quantification of these INDCs is not surrounded with moderate uncertainties (see Section 3
9913,UNEP-2015-8.txt," The few countries putting forward GDP emission intensity targets (measured as the improvement in emissions per unit of GDP), did not provide target-year GDP estimates or indicate the data source for GDP absolute level, BAU, or reference level if given"
9914,UNEP-2015-8.txt, The quantification of these INDCs with intensity targets poses additional uncertainties
9915,UNEP-2015-8.txt,"
· Land use, land-use change and forestry (LULUCF): LULUCF plays a relevant role in the mitigation target of most INDCs"
9916,UNEP-2015-8.txt," Quantification of the LULUCF contribution depends on the availability of adequate official information from each country on: (i) the modality of inclusion of LULUCF in the INDC (for example, LULUCF treated as any other sector or through special accounting rules); (ii) historical data and projections (for example, from INDC, GHG inventories, National Communications, Biennial Update Reports)"
9917,UNEP-2015-8.txt," Using information available in 32 INDCs14 and based entirely on countries' information, the unconditional LULUCF mitigation contribution is estimated at around 1"
9918,UNEP-2015-8.txt,6 GtCO2 (of which 0
9919,UNEP-2015-8.txt,5 GtCO2 comes from Annex I countries)
9920,UNEP-2015-8.txt, In addition 0
9921,UNEP-2015-8.txt,3 GtCO2 is explicitly indicated as conditional (from nonAnnex I countries)
9922,UNEP-2015-8.txt, Taking into account uncertainties due to accounting rules of ±0
9923,UNEP-2015-8.txt,"3 GtCO2 for Annex I countries, and due to countries' projections, the total range of LULUCF contribution ranges from negative

contributions of 0"
9924,UNEP-2015-8.txt,1 GtCO2 to positive contributions of 4
9925,UNEP-2015-8.txt,3 GtCO2
9926,UNEP-2015-8.txt," This range does not consider possible future natural disturbances in Annex I countries explicitly, the impact of which is assumed to be excluded according to UNFCCC Kyoto Protocol provisions"
9927,UNEP-2015-8.txt," Another source of uncertainty for Annex I countries is the modality of inclusion of LULUCF in the base year, whose impact on GHG allowances is estimated as ±0"
9928,UNEP-2015-8.txt,2 GtCO215
9929,UNEP-2015-8.txt," For non-Annex I countries, uncertainty stems from the range of country projections available and from the availability of adequate support to achieve the conditional targets"
9930,UNEP-2015-8.txt, · Impact of harmonization of global 2010 emissions (no impact on emissions gap): The median estimate of all model teams shows global emissions of 47
9931,UNEP-2015-8.txt,"5 GtCO2e in 2010, which is lower than the independent global emission estimates of the IPCC AR5 of about 49"
9932,UNEP-2015-8.txt,5 GtCO2e (range: 45-54)
9933,UNEP-2015-8.txt," In Chapter 2, the global emission pathways consistent with meeting the below 2°C target also have global emissions with a median estimate of 47"
9934,UNEP-2015-8.txt,"5 GtCO2e by 2010, so the discrepancy between the historical emissions and the emission projections resulting from the INDCs of the model teams has not been corrected"
9935,UNEP-2015-8.txt," If we were to resolve the discrepancy in historical emissions (that is, harmonization), this would also increase the emission projections resulting from the INDCs by about 2 GtCO2e (under a constant harmonization) or about 1 GtCO2e (under a decreasing harmonization, towards zero by 2050, for example)"
9936,UNEP-2015-8.txt," However, as the global emission pathways consistent with meeting the 2°C target also need to be harmonized, and thus would increase by the same amount, harmonization has no impact on the global emissions gap"
9937,UNEP-2015-8.txt," · Conditional versus unconditional INDCs: Some studies report separate figures for conditional and unconditional INDCs, while others combine this aspect with other uncertainties in a maximum/minimum range or leave out the conditional targets completely"
9938,UNEP-2015-8.txt," · Surplus emission units: For countries where the emission level resulting from the INDC is higher than the current policy trajectory, some studies use the current policies trajectory as the value for the INDC emission level, implying that they do not allow the use of surplus emissions, whereas the other studies assume INDC emission levels"
9939,UNEP-2015-8.txt, · Global Warming Potential: About 25 per cent of all countries have submitted their INDC based on GWP from the Fourth Assessment Report of the IPCC
9940,UNEP-2015-8.txt," Many of the models, however, still work based on GWP from the Second IPCC Assessment Report"
9941,UNEP-2015-8.txt, It is not always possible to convert from one GWP to another in the context of a particular study without making assumptions that may differ by modelling group
9942,UNEP-2015-8.txt, · Differences between data sources for historic data and projections: Assumptions differ on baselines and reference years
9943,UNEP-2015-8.txt,"5 INDCs of G20 countries
This section presents additional findings concerning the emissions of some of the highest-emitting countries ­ namely 13 of the G20 countries (counting the EU as one) that had submitted their INDCs by 1 October 2015"
9944,UNEP-2015-8.txt," Their emission levels and INDCs have the largest impact on the aggregate, global findings of this assessment"
9945,UNEP-2015-8.txt,"

Cross-cutting information regarding national emissions, emissions per GDP and emissions per capita for these countries is summarized in Figure 3"
9946,UNEP-2015-8.txt,"5, Figure 3"
9947,UNEP-2015-8.txt,"6, and Figure 3"
9948,UNEP-2015-8.txt,7 respectively
9949,UNEP-2015-8.txt," The figures present this crosscutting information for historic emissions (for 1990 and 2010), current policy trajectories (for 2020, 2025, and


2030)16, Cancun pledges (for 2020)17, and unconditional and conditional (in the case of India, Indonesia and Mexico) INDC cases (for 2030, noting that for USA, the 2025 unconditional INDC is shown)"
9950,UNEP-2015-8.txt,"
By comparing the current policy trajectory scenarios and the INDC scenarios, the figures indicate whether or not a

country is on track to meet its 2020 pledge (as discussed in Chapter 2"
